Name,Title,Date and Location,Review,URL
sanjeev sarkar,Compact phone with all the essential features merged with reasonable priced.,Reviewed in India on 3 September 2023,"Reason behind to choose samsung phones is the display and the camera which is always be at par with other brands ..... As per the price and the brands it's never dissapoint you.only cons is the u dope notch.and the charger is not in the box. Else everything is perfect 6000mh massive battery and super amoled display 120hz refresh rate, tested Exynos 1280 SoC,chipset which offers you major 4 updates ,if you are heavy gamer,then these will not for you. For normal gamming it's been quite study .camera is upto the mark.with ..
And moreover it's a made in India product..not such typical chines phones.....connectivity and performance of 5g bands are decent. Exynos 1280 SoC, chipset for havy tasking might get heating issue..Hopefully upcoming updates may resolved such issues...otherwise it's a capable processor.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjozMDAwMDk5OTIxNTYxMzI6OjA6Og&url=%2FSamsung-sAMOLED-Display-Battery-Security%2Fdp%2FB0C7C1DRK5%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Biswa ranjan,After 3 weeks review.,Reviewed in India on 26 October 2023,"Phone is quite good. It was for normal usage only not for high-end usage 6000 mah Battery can last upto 2 -3 days depends on your usage.and design and in hand feel of phone was good and easy to hold and light weight. My Overall Experience was good till now let's see what happens in coming year.

Review by Biswa Ranjan
(Amazon prime customer)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjozMDAwMDk5OTIxNTYxMzI6OjA6Og&url=%2FSamsung-sAMOLED-Display-Battery-Security%2Fdp%2FB0C7C1DRK5%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Placeholder,Value for money.,Reviewed in India on 18 October 2023,No doubt.Mobile Bahot Achha Hai.Lekin Update ke baad mere mobile me.camera ka setting nahi khul raha.I hope ki next update me ye problem solve ho Jaye.Baki mujhe koi bhi major hitting ya lagging ka issue nahi Hai.Overall main happy hu is mobile se.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjozMDAwMDk5OTIxNTYxMzI6OjA6Og&url=%2FSamsung-sAMOLED-Display-Battery-Security%2Fdp%2FB0C7C1DRK5%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
T.T.K.PRASAD,Satisfied,Reviewed in India on 15 November 2023,Camera not upto mark size ok speed ok charging ok memory ok,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjozMDAwMDk5OTIxNTYxMzI6OjA6Og&url=%2FSamsung-sAMOLED-Display-Battery-Security%2Fdp%2FB0C7C1DRK5%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
tony,Brilliant,Reviewed in India on 24 October 2023,Its good i being using it from last 1 month .... economical with the best possible features,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDE1NDgwNTI0ODY5MDoxNzAwNjQyNjA1OnNwX2F0ZjozMDAwMDk5OTIxNTYxMzI6OjA6Og&url=%2FSamsung-sAMOLED-Display-Battery-Security%2Fdp%2FB0C7C1DRK5%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dmobile%26qid%3D1700642605%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
Mattjo,Negative Review: Samsung Galaxy M04 Light Green,Reviewed in India on 31 July 2023,"The Samsung Galaxy M04 in Light Green may be budget-friendly, but it falls disappointingly short when it comes to camera performance. If you're someone who enjoys capturing life's moments with stunning clarity, this phone is bound to leave you feeling frustrated.

Camera Performance:
The 13MP primary camera on the Galaxy M04 struggles to produce satisfactory results, especially in anything less than optimal lighting conditions. Photos taken indoors or in low-light environments suffer from excessive noise and lack of detail. Even in well-lit settings, the colors appear muted, and the dynamic range is limited. The 5MP front camera is equally lackluster, producing selfies that lack sharpness and clarity. If you're a photography enthusiast, this phone simply won't meet your expectations.

Gaming Performance:
While the Galaxy M04 manages day-to-day tasks adequately, it's not designed for high-performance gaming. Graphically demanding games often suffer from lag and frame rate drops, making the gaming experience less enjoyable. If you're into heavy mobile gaming, you'd be better off considering a more powerful device.

Battery Life:
Although the 5,000mAh battery is impressive on paper, the subpar gaming performance drains the battery quickly during extended gaming sessions. While the phone may suffice for parents who use it for occasional tasks, the battery life may not last a full day under heavy usage scenarios.

Display:
The 6.3-inch HD+ LCD display is mediocre at best. While it gets the job done for casual media consumption, the lack of vibrant colors and average viewing angles fail to impress. The visual experience simply doesn't match up to other smartphones in this price range.

Software and Updates:
Samsung's One UI skin is generally user-friendly, but the budget nature of this phone means that major updates and feature enhancements might not be promptly delivered. This could lead to missing out on essential improvements and security patches.

Conclusion:
If you're a photography enthusiast or a heavy mobile gamer, the Samsung Galaxy M04 Light Green will be a major disappointment. The lackluster camera performance, subpar gaming capabilities, and average display make it unsuitable for users who prioritize these aspects. However, if you're a parent or a casual user who primarily needs a phone for basic tasks like calls, messaging, and light browsing, the Galaxy M04 might suffice. For anything more demanding, there are better options available in the market at a similar price point.

Pros:

Suitable for parents or casual users with basic needs
Affordable price point
Cons:

Subpar camera performance in various lighting conditions
Not suitable for high-performance gaming
Mediocre display quality
Potential delays in major software updates
Rating: 2.5/5",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Placeholder,Focus on camera,Reviewed in India on 12 November 2023,Mobile colour design and sound are very good quality but camera are not good.mobile Samsung f04 have 13 mp but actually camera quality look like 8mp .,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Placeholder,Best price.,Reviewed in India on 17 November 2023,I like quality and look wise good. Light weight. battery is good. all features are very nice.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Partha,Budget mobile,Reviewed in India on 19 November 2023,Samsung M04 is overall a mediocre phone with bad and disappointing camera quality.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Placeholder,It’s good for the price you pay.,Reviewed in India on 17 November 2023,"I ordered this phone with exchange offer, got it for ~5,500 Rs. I was looking for an average phone for my mum. And this is just it.

Performance is average, smooth but slow; unexpected in a brand new phone. Camera quality is below average, but I don’t mind. Call quality is good so far. Battery life is good as well, but it’s only been 2 days.

What I don’t like is the app layout on Home Screen, and the interface design. It took me a while to get all the installed apps to Home Screen.

I didn’t face heating issues yet that some seem to complain. It’s a nice phone for an average user, a good one for the price.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Vaghela A. D.,Good Product except Camera,Reviewed in India on 17 November 2023,Yes product is good and reliable... Camera is bit adjustable...,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
அப்துல் ரஹ்மான்,குறைந்த பட்ச விலை,Reviewed in India on 17 November 2023,விலைக்கு தகுந்த தரம்,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Jilani,Best,Reviewed in India on 17 November 2023,Nice,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Umesh,Value for money,Reviewed in India on 20 November 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
SACHIN B.,DESIGN,Reviewed in India on 17 November 2023,Smoothness,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
M.Vikraman,Good...,Reviewed in India on 10 November 2023,"I like this phono very lot. If it got a fingerprint censor, it would've even better.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Sumit,Good,Reviewed in India on 14 November 2023,Social media,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Daveedu masa,Nice performance,Reviewed in India on 16 November 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
kushagra,Slow processor not for gamers,Reviewed in India on 22 October 2023,"It's been now 1 week since I'm using this product. Camera quality is okay okay.. it doesn't show natural skin rather cleanses/whitens it more than usual.
Processor is slow before you install the software update.
After updating it works fine..
Sound quality is little less if compared to my previous phone redmi7A.
Phone hangs a little bit when moved simultaneously from one app to the other .
Brief - product is all over good only for basic users like WhatsApp, YouTube, calling.
For gamers it may become problematic due to no smoothness.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Jiya,Good Phone,Reviewed in India on 11 November 2023,Good Phone.Took it for my mother. Works smoothly,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Ikbal,Over all good,Reviewed in India on 4 November 2023,This product is good in this price range. Camera is also good. The only problem is slow charging.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Placeholder,helpfull,Reviewed in India on 16 November 2023,very nice,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
G.S.T,All ok,Reviewed in India on 11 November 2023,So good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Agam Kumar,Nice Phone 👍👍,Reviewed in India on 22 October 2023,"Nice value for money Phone from a trusted brand Samsung. specs are very good a little bit of lag can be noticed but overall nice product most importantly speakers are really good and loud. This is a good looking phone. easy to use. Image quality is good and with 10x zoom no pixel breakage are noticed.
Overall this is a good product at a price point of 6,499. Really good",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Amazon Customer,Strictly starter phone if OK with compromises,Reviewed in India on 12 November 2023,"Has decent specifications for a starter phone but has serious drawbacks due to lack certain basic features that cripple the phone.

Positives
1. Price point with reputed brand support

Negatives
1. No fingerprint scanner
2. No support for 5GHz WiFi
3. ""Always On Display"" setting is missing
4. Face recognition feature only works intermittently, possibly due to lower resolution of front facing camera
5. Battery barely lasts one day with moderate usage. Doesn't support fast charging even with manufacturer provided charger and cable",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
The baniyan is not available inside the shirt not like same as shown in picture,Very smart service,Reviewed in India on 3 November 2023,Correctly delivered very perfect dealing and super and fine service thank u,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Kushal,Suspicious packaging,Reviewed in India on 28 October 2023,The phone works perfectly for this price range and the design is also premium. The only problem was the package was suspicious. The seal was cleanly cut and a new sticker was applied over the old sticker so be careful while buying from this particular vendor.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Bharathi,Good,Reviewed in India on 7 November 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Nilesh prajapati,Good phone at this price,Reviewed in India on 30 October 2023,"Overall, its a nice phone as good performance as per its price
Camera quality is ok",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Siddhartha S.,Review,Reviewed in India on 4 November 2023,Product is good both in look and performance. Worth paying.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Abhishek dikshit,Good phone under 10000,Reviewed in India on 24 October 2023,It is a bit laggy but enough foor daily use. Camera could have been better. Software is easy to use. Design is also very good. You can buy this phone,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
moorthy,Good,Reviewed in India on 26 October 2023,The phone is very good I like the m04 nothing problem no complaint,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
SYED IMRAN,KEEMAT KE HISABSE BBAHOT ACCHA PHONE HAI.,Reviewed in India on 5 November 2023,,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Jaswinder singh,Phone,Reviewed in India on 27 October 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Shiv Kumar,Good,Reviewed in India on 30 October 2023,Camera not good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Dr. Mitesh Patel,Good,Reviewed in India on 2 November 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Yogesh Ashok Garse,value for money mobile phone,Reviewed in India on 28 October 2023,good mobile phone,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
fathima,Value for money,Reviewed in India on 26 October 2023,Nice phone with reasonable price 👌,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Vishnu,Awesome,Reviewed in India on 17 August 2023,"The Samsung M04 offers a budget-friendly option with a 6.2-inch display, providing a decent viewing experience for its price point. Its performance is satisfactory for everyday tasks thanks to the Snapdragon processor and 3GB of RAM, though demanding apps or games might not run as smoothly.

The camera setup, featuring a dual-lens rear camera with a 13MP main sensor and a 2MP depth sensor, captures acceptable photos in well-lit conditions, but struggles in low light. The front-facing 5MP camera is suitable for basic selfies and video calls.

The device houses a 5,000mAh battery, which can easily last through a day of regular usage. However, charging is done through a micro-USB port, which might be a bit outdated for some users.

On the software side, the M04 runs Samsung's One UI on top of Android, providing a user-friendly experience and some customization options. As for storage, the 32GB internal storage can be expanded via microSD card for those who need more space.

In summary, the Samsung M04 is a decent budget smartphone that gets the basics done, but it's important to manage expectations given its limitations in terms of performance and camera quality, which are common trade-offs in this price range.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
kalpesh s mhatre,descent product in this price tag so not expect better camera quality,Reviewed in India on 26 October 2023,descent product in this price tag so not expect better camera quality,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
suresh,Samsung M04 mobile Review,Reviewed in India on 24 October 2023,"Super building quality, quick processor, easy way operate mobile",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Sasankbhai,Great phone for the price,Reviewed in India on 17 October 2023,"Nice display and plenty of processing capacity for my day to day needs. I don’t play games on my phone, so I am not sure how this would perform for that. It works pretty seamlessly. Face recognition doesn’t work at times, but I can always fall back on the pattern. All in all, a good phone at a great price.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Kumar S.,Ok,Reviewed in India on 25 October 2023,Good phone for the price...,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
krishna dubey,Battery and camera is good,Reviewed in India on 14 October 2023,Nice mobile phone,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
musthaq,Nice,Reviewed in India on 13 October 2023,Budget phone,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
AJAY KUMAR SAH,All OK but touch quality bad very slow work average phone,Reviewed in India on 7 November 2023,"Play Video
 All OK but touch quality bad very slow work average",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Mylsamy,Good,Reviewed in India on 13 October 2023,Ok... satisfied 😃,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Jenkins Jabaraj,Nice product,Reviewed in India on 15 October 2023,More than an year using it nice product. Charge stays,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
suresh,Excellent,Reviewed in India on 25 October 2023,Very good product,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Satap Ghosh,Best in your budget,Reviewed in India on 11 October 2023,For low price budget very good product,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Amazon Customer,Nice,Reviewed in India on 26 October 2023,We better,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
ASHWINI PATHAK,Good phone,Reviewed in India on 28 October 2023," Camera very good
Must buy. Its value for money.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Torch is not working,Best 4g phone,Reviewed in India on 14 October 2023,It's a great phone under 8000,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Amazon Customer,Amazing phone with in this range,Reviewed in India on 14 October 2023,"I brought it for my mom.
Very nice phone with in this range.
But it is little bit tacky to use it, especially for parents.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Sanjay Rabidas,Good,Reviewed in India on 17 October 2023,Valu for money,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB2TPR/ref=sr_1_3?keywords=mobile&qid=1700642605&sr=8-3
Mattjo,Negative Review: Samsung Galaxy M04 Light Green,Reviewed in India on 31 July 2023,"The Samsung Galaxy M04 in Light Green may be budget-friendly, but it falls disappointingly short when it comes to camera performance. If you're someone who enjoys capturing life's moments with stunning clarity, this phone is bound to leave you feeling frustrated.

Camera Performance:
The 13MP primary camera on the Galaxy M04 struggles to produce satisfactory results, especially in anything less than optimal lighting conditions. Photos taken indoors or in low-light environments suffer from excessive noise and lack of detail. Even in well-lit settings, the colors appear muted, and the dynamic range is limited. The 5MP front camera is equally lackluster, producing selfies that lack sharpness and clarity. If you're a photography enthusiast, this phone simply won't meet your expectations.

Gaming Performance:
While the Galaxy M04 manages day-to-day tasks adequately, it's not designed for high-performance gaming. Graphically demanding games often suffer from lag and frame rate drops, making the gaming experience less enjoyable. If you're into heavy mobile gaming, you'd be better off considering a more powerful device.

Battery Life:
Although the 5,000mAh battery is impressive on paper, the subpar gaming performance drains the battery quickly during extended gaming sessions. While the phone may suffice for parents who use it for occasional tasks, the battery life may not last a full day under heavy usage scenarios.

Display:
The 6.3-inch HD+ LCD display is mediocre at best. While it gets the job done for casual media consumption, the lack of vibrant colors and average viewing angles fail to impress. The visual experience simply doesn't match up to other smartphones in this price range.

Software and Updates:
Samsung's One UI skin is generally user-friendly, but the budget nature of this phone means that major updates and feature enhancements might not be promptly delivered. This could lead to missing out on essential improvements and security patches.

Conclusion:
If you're a photography enthusiast or a heavy mobile gamer, the Samsung Galaxy M04 Light Green will be a major disappointment. The lackluster camera performance, subpar gaming capabilities, and average display make it unsuitable for users who prioritize these aspects. However, if you're a parent or a casual user who primarily needs a phone for basic tasks like calls, messaging, and light browsing, the Galaxy M04 might suffice. For anything more demanding, there are better options available in the market at a similar price point.

Pros:

Suitable for parents or casual users with basic needs
Affordable price point
Cons:

Subpar camera performance in various lighting conditions
Not suitable for high-performance gaming
Mediocre display quality
Potential delays in major software updates
Rating: 2.5/5",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Placeholder,Focus on camera,Reviewed in India on 12 November 2023,Mobile colour design and sound are very good quality but camera are not good.mobile Samsung f04 have 13 mp but actually camera quality look like 8mp .,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Placeholder,Best price.,Reviewed in India on 17 November 2023,I like quality and look wise good. Light weight. battery is good. all features are very nice.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Partha,Budget mobile,Reviewed in India on 19 November 2023,Samsung M04 is overall a mediocre phone with bad and disappointing camera quality.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Placeholder,It’s good for the price you pay.,Reviewed in India on 17 November 2023,"I ordered this phone with exchange offer, got it for ~5,500 Rs. I was looking for an average phone for my mum. And this is just it.

Performance is average, smooth but slow; unexpected in a brand new phone. Camera quality is below average, but I don’t mind. Call quality is good so far. Battery life is good as well, but it’s only been 2 days.

What I don’t like is the app layout on Home Screen, and the interface design. It took me a while to get all the installed apps to Home Screen.

I didn’t face heating issues yet that some seem to complain. It’s a nice phone for an average user, a good one for the price.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Vaghela A. D.,Good Product except Camera,Reviewed in India on 17 November 2023,Yes product is good and reliable... Camera is bit adjustable...,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
அப்துல் ரஹ்மான்,குறைந்த பட்ச விலை,Reviewed in India on 17 November 2023,விலைக்கு தகுந்த தரம்,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Jilani,Best,Reviewed in India on 17 November 2023,Nice,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Umesh,Value for money,Reviewed in India on 20 November 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
SACHIN B.,DESIGN,Reviewed in India on 17 November 2023,Smoothness,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
M.Vikraman,Good...,Reviewed in India on 10 November 2023,"I like this phono very lot. If it got a fingerprint censor, it would've even better.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Sumit,Good,Reviewed in India on 14 November 2023,Social media,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Daveedu masa,Nice performance,Reviewed in India on 16 November 2023,Good,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
kushagra,Slow processor not for gamers,Reviewed in India on 22 October 2023,"It's been now 1 week since I'm using this product. Camera quality is okay okay.. it doesn't show natural skin rather cleanses/whitens it more than usual.
Processor is slow before you install the software update.
After updating it works fine..
Sound quality is little less if compared to my previous phone redmi7A.
Phone hangs a little bit when moved simultaneously from one app to the other .
Brief - product is all over good only for basic users like WhatsApp, YouTube, calling.
For gamers it may become problematic due to no smoothness.",https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Jiya,Good Phone,Reviewed in India on 11 November 2023,Good Phone.Took it for my mother. Works smoothly,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
Ikbal,Over all good,Reviewed in India on 4 November 2023,This product is good in this price range. Camera is also good. The only problem is slow charging.,https://www.amazon.in/Samsung-Storage-MediaTek-Octa-core-Processor/dp/B0BMGB3CH9/ref=sr_1_4?keywords=mobile&qid=1700642605&sr=8-4
